Project,Original Version,Original Commit,Backport Version,Backport Commit,Backport Date,Type
elastic,main,aba25c628a52161a1d2c73c1868a437ad5dac6a2,8.x,c0ce37d129b605da91462bf89231a0109aa417d8,2025-02-14 02:41:21+00:00,TYPE-II
elastic,main,5e953dc7c3881690c61ef39bbef0ae88af35647b,8.x,f146691fc3d4db06881c328ee0b6469c0c1b74eb,2025-01-28 13:49:32+00:00,TYPE-I
elastic,main,0fabaf7716a700c671355e4069366257524f0f26,8.x,9eccda25ad9ffbcd8ca8d262519b80bdbb675b18,2025-01-28 08:11:08+00:00,TYPE-I
elastic,main,01edab58ff2941aa6b80f42a028d27b878313eee,8.x,7637975f6d9adcf512e7c457c6aff3a008af7c57,2025-01-27 21:23:53+00:00,TYPE-I
elastic,main,1f2824c5fccedc71cec1162e95f50eb308119dee,8.x,30dd0b2e212c0ec5b39ffecfa72982eecc342a7f,2025-01-27 18:58:30+00:00,TYPE-II
elastic,main,242b841402813e0905797c97965f2c21760861d0,8.x,90569c6b10cac00a38ad0bc2d3858a9d7af7863d,2025-01-27 12:07:56+00:00,TYPE-II
elastic,main,c9cce2cfaa3cd2e1fc01f895881605a20bde4367,8.x,f766086215af08175f8ca4bdfecce8d09b0e87d8,2025-01-25 13:02:50+00:00,TYPE-I
elastic,main,4783d1f991633dbc3b7397fe13c63b6b7d70dc37,8.x,a9cb5cd575bf8c30000b5af404a7087294f1a858,2025-01-24 19:05:00+00:00,TYPE-I
elastic,main,969cd70aa00f0c104b5b94dabee05ac84be0e0d9,8.x,8d96ccd37609a4d81e1048489fa63ce99124fe96,2025-01-24 18:52:33+00:00,TYPE-I
elastic,main,45ae0718cc6f52c78c9dc96380d623be9917ba07,8.x,d49517b6741b61096df31ba3fa4e2fe38b593bc6,2025-01-23 16:07:39+00:00,TYPE-V
elastic,main,6f5f4ae5fac004f4d3aab9f28aca63552b19cb18,8.x,ba578203560e42ead61a6deba84bb9ca78268d60,2025-01-21 11:39:00+00:00,TYPE-V
elastic,main,110b2060a15dce0236c47345de094c4dae05e991,8.x,88f07a84fc4b8519fcf8a1ed8da4dca30fc51c46,2025-01-21 08:58:31+00:00,TYPE-III
elastic,main,43e3e24d075332ed8c697113236ee4126fd56603,8.x,ddd0ffa8a14d27839a2497d6595c46c84cf70099,2025-01-18 07:40:44+00:00,TYPE-I
elastic,main,45e80f55be1b5db352cccdd047a44ae106462942,8.x,dd5f141df01149645cf939e5a0bffc03a1c09afd,2025-01-17 20:04:17+00:00,TYPE-I
elastic,main,f99f52e60deaec8f4211ff36e8bee7c9ca8ac160,8.x,9e8bc7ee931f15bba6afb7864469add893b856e4,2025-01-17 14:59:31+00:00,TYPE-I
elastic,main,7ac250077300e4b206e740da166fd3eec9dac389,8.x,dc3aaf1dc10d0c22ae867f118a51209555908055,2025-01-16 17:09:25+00:00,TYPE-II
elastic,main,1f182e7a2a86ed74bc3f48360cc7bc0acb07cffe,8.x,7325c6c1dae40e20f63bf2f7a05bfed3e241435c,2025-01-15 17:37:38+00:00,TYPE-V
elastic,main,3e12016a9795f1307e848d4d295bd64725d35376,8.x,b74832610d396d75059148a70f26d0a1188b1418,2025-01-13 17:54:08+00:00,TYPE-I
elastic,main,d6133235a339eb99a146a6ff3ad6958fe0d63cf6,8.x,1f572ad4d393cb5dae04467c33f293553ae1dacd,2025-01-13 16:21:55+00:00,TYPE-II
elastic,main,16d8aaf3865588a323b04d281985bd8daf569daf,8.x,1c5c3b0a19bf370e06a2d2a13c92fa76203fbaaa,2025-01-10 08:47:19+00:00,TYPE-I
elastic,main,393ea618d7c01c7c5ef2bb23f4a41185833be5d3,8.x,b78cfd8ef7ccc8d79bbdb456b22f867b3e116d4b,2025-01-08 10:07:42+00:00,TYPE-I
elastic,main,3310ca9314ff40cabd523150cb000ebc643ee883,8.x,3f87b3cd9842f3ffab51b5c886e8dcefbc656248,2025-01-07 16:02:36+00:00,TYPE-I
elastic,main,45383c871c8b83b332c1df873d2f7c7da546655c,8.x,7f18135a9870314ccfdf885c7d280c45e275f642,2025-01-07 15:34:50+00:00,TYPE-I
elastic,main,355aed7fc80c1e9a2ce58ffd45615ed110312f0f,8.x,a04d2466697536ff423c8aa7c9b81d26dda6aa07,2025-01-07 12:28:56+00:00,TYPE-I
elastic,main,ce2c5d97db593683f8ddceccd180332e63deffed,8.x,320fc753903506f7cf8c31bf898c17b711b06e53,2025-01-03 22:52:44+00:00,TYPE-I
elastic,main,4eefc6d73bb22e94571e42fe948da7ace4e19837,8.x,d4fa752273e4f642628b94674aba5bf0158b0c66,2025-01-03 19:14:56+00:00,TYPE-I
elastic,main,7c46556e2137a92e7d92ddf40af0ae5388c1e888,8.x,b5f8da18337a5f3e795d9f6594c22aa6309da0f2,2024-12-30 18:48:32+00:00,TYPE-I
elastic,main,eed650ec63b27609c3512be487f9d2f50a988739,8.x,0e0b4fbec2ebfd153fa18c9e665e4e51713a41b7,2024-12-26 13:11:51+00:00,TYPE-I
elastic,main,c16bcb64a16521011677f95286202b86d9f4711b,8.x,027f96a427b87c597d1508e290f084b93b67b745,2024-12-23 21:57:43+00:00,TYPE-I
elastic,main,79a822625adbb480d30709cdd210067fcbc1174d,8.x,1a697b551d26d2449dc749763db422b97803ee28,2024-12-23 17:57:53+00:00,TYPE-V
elastic,main,517abe4ffdceb3c7ca771207fe20b0c813181810,8.x,e777dbaa7c08c6b18ae97aade9fcaf42ec0d675c,2024-12-23 08:13:20+00:00,TYPE-I
elastic,main,9676faf51b43200f573bde0eeb8c2c02de5d0095,8.x,7b2d90b11e479bae7d7ad4a696daeaae8012ca5b,2024-12-19 22:28:35+00:00,TYPE-I
elastic,main,77eb19172418d3b336180ae594266fb25c724b49,8.x,fb45fd724afa1bb9e102bd64478cf7249382c49d,2024-12-19 19:45:12+00:00,TYPE-II
elastic,main,4007ff3b44269d2f48e5aa938cf621fbd0123df9,8.x,4fb5514d87de3487d8e83abd9a238dbb29d47b98,2024-12-19 18:13:49+00:00,TYPE-II
elastic,main,ee163eb6be25b7d0abf4bbfb54d006d0ddcf1e9f,8.x,da55d6c2709ecb448d1bf9b53f53bdbd2f2a40fc,2024-12-19 17:54:49+00:00,TYPE-I
elastic,main,5645240976cd88ff9f1a30240c0923e9788f3f4c,8.x,075a40aecbd42a4915cc17ccd9871e4f62f5920b,2024-10-21 10:53:53+00:00,TYPE-I
elastic,main,5e381a3a89fb734ade6a1a299881ef1be4df7019,8.x,b80f6770f58b12d4d9f713664cf2c2ed76706af6,2024-10-21 08:44:14+00:00,TYPE-II
elastic,main,ac25dbe70692df19bd424e7ef1e4bc2c16c41329,8.x,b74418188547df160fe58346a0d33ca56c10ae29,2024-10-19 01:30:16+00:00,TYPE-I
elastic,main,a5118c2d9fa5e2442c408089387e75337b2a5d4a,8.x,e7ac7c3c960e38fb06aabdc09efc3e635424732b,2024-10-18 18:58:04+00:00,TYPE-I
elastic,main,12062cb76629dcc506168a519e50eda7eed09a9e,8.x,bb2486bfcd230681ed764333607df12001b58346,2024-10-17 13:10:05+00:00,TYPE-I
elastic,main,64ae0aea45036be62aec076717816a27aa006437,8.x,c77b415a0fab6bd934aba8eb1c07882dbc961301,2024-10-16 22:13:30+00:00,TYPE-I
elastic,main,33ea3116c9295012ceddbdddb5310918973a4753,8.x,59ed4058ecb837e9ae2baf144ab8e2313127360b,2024-10-16 19:53:48+00:00,TYPE-I
elastic,main,8b8796908ac0c7a73566adb4647476b66656119c,8.x,4be91221508c078764536ab9ab1f3dc633a233c1,2024-10-16 19:01:35+00:00,TYPE-I
elastic,main,38d9710e61744f94a78b053d6aaa006d6b60cbf1,8.x,07f5b56e2bb76a09ae3913bf69f3b3a0e4e6db37,2024-10-15 18:16:52+00:00,TYPE-II
elastic,main,5efba5b43d79c15d8d7304d32e4f95a741134ffb,8.x,ffcf87ce1dbd769b5d12df18b48653a9ede8b5c3,2024-10-15 00:14:49+00:00,TYPE-V
elastic,main,465c65c02fdca9f3c3faa01a8cb15f9f58dde58e,8.x,a5e0226836e3c53b93c282d2c7d2f330476c564b,2024-10-14 20:10:06+00:00,TYPE-II
elastic,main,7c2e0752df1833808ed496a865f3f13b75ef150d,8.x,3038a43e40f4e96f5533570a4e6f8d368fe252f5,2024-10-14 19:03:34+00:00,TYPE-I
elastic,main,150058ef27df3da931b31e636bd8b335eacb1e66,8.x,1ffe41b4a7d5feef4c8a4141c753ed54271e3a56,2024-10-14 17:59:57+00:00,TYPE-I
elastic,main,e1451997b1bbbf3f22b4b552352e65dc62e6a947,8.x,fc63a614ee3059cc361458efb02aed6eb68d6629,2024-10-14 16:03:13+00:00,TYPE-I
elastic,main,64f661702a8c6e8656b8585dd0d67bc77fc71496,8.x,bdbd15eb68a4f53b38e70e2f2a34f882ee94e5fb,2024-10-14 08:39:54+00:00,TYPE-I
elastic,main,f3cd890f3ea08e40d4cb49482bdea0f6e4afb13a,8.x,5def1072a798f7ff59efe50aa512e62df1ff8e48,2024-10-11 19:25:56+00:00,TYPE-V
elastic,main,8e3b3aa1a5c8cf8935b997dff54cc72a2eb591ee,8.x,1aed889d3a670f5fc2b6fd7c4139227ce131eb58,2024-10-11 19:25:12+00:00,TYPE-II
elastic,main,7942f3eab080b053f97abbf6abef3619d515f32f,8.x,1ad4ae155f6dbe473c7829864ca77974859be6bd,2024-10-11 14:26:15+00:00,TYPE-I
elastic,main,46e26c7237ba2ffa659c55aa801353d51aacbe9c,8.x,0f0efb79e327b3ce626ee8cd88e8bf3a4730154e,2024-10-11 11:11:10+00:00,TYPE-I
elastic,main,a91a9a59685057eeb2f2ad5f264cc23525255e09,8.x,2b01c3b95f3df9d416c415d3313ca516bf85adb9,2024-10-11 09:17:17+00:00,TYPE-I
elastic,main,c27bc086770b12a71c335e5537318f54cce53a65,8.x,fc701776e2a54f95f7e50a91ccfb604c34320387,2024-10-10 11:36:07+00:00,TYPE-II
elastic,main,d1644b37ca64f3a646032895895d5900eee805af,8.x,74f523d4ccb6d26dc65c99138ccad1d43d6cdaaf,2024-10-08 06:48:53+00:00,TYPE-V
elastic,main,44f379189925e9738873196f7c86788085ab0f98,8.x,309d234bf08d9361c987411146acc0003cb511fc,2024-10-08 06:33:30+00:00,TYPE-I
elastic,main,9368bbeb193b1d2e7f33af90909311c86fc9a948,8.x,dab72ff1d862d23dcf7e630347d5c200a42ab6cf,2024-10-07 16:29:07+00:00,TYPE-I
elastic,main,5531e5dcd2a3632685b4d27253c431fa11294cf8,8.x,cfbe148d907dbafca10449cd08882751154cbafb,2024-10-04 05:00:10+00:00,TYPE-II
elastic,main,7facc94be6871804322a00a8e5b232cac958d788,8.x,4da7a0f3382770d860524ef0be52f0e4fb2e1559,2024-10-03 22:30:38+00:00,TYPE-II
elastic,main,69fffdfecb882f9b75fe107b98c3e0fce803740b,8.x,03804af0cc57266c8c16c0e7186e76c77b831c27,2024-10-01 13:42:15+00:00,TYPE-II
elastic,main,884196ced3599cd96baf6c6cafb05e3a28a6d198,8.x,cc3caa228def0974e5d8299e5321b0a6987f9e6e,2024-09-25 12:35:09+00:00,TYPE-V
elastic,main,e93c0d2503596ef4837d64e01d1c9c2b2b639dfb,8.15,52a87ee9fe681f31b8721b67bfa4f20aa07294a7,2024-09-16 17:33:33+00:00,TYPE-II
elastic,main,9b276e3c4acb7105a4c5669bc03809caf2152628,8.x,53ff0ac6d556c759d392f42490b55f32d95670f3,2024-09-13 09:05:19+00:00,TYPE-II
elastic,main,aa959e69cc507a16f7f725240db2e7453c0a8320,8.15,dd4f4d56649c72622933fafd6f8dedf33a269918,2024-09-13 08:47:31+00:00,TYPE-V
elastic,main,281ee04f7aa227df3d734b3593232dca23b30d0a,8.15,25dbb58f01876c64a07ea5c085e73ca275c66a98,2024-09-11 18:31:58+00:00,TYPE-II
elastic,main,48f87c57d9981af15f559c702459022deb2f2b11,8.15,a2338d7133ba9e364a3d663d505ecdb95a253895,2024-09-11 15:35:53+00:00,TYPE-II
elastic,main,a587c7d26cb127a2dbe76d4d5769245d217d5cf7,8.15,d68a09462391f40f86a54694949eb2113a1c62a1,2024-09-09 13:16:31+00:00,TYPE-II
elastic,main,d76e1af0a5bb00ac69abc8e608ba8c3f6b75e54f,8.15,63a3bd9396d1ff41dbcf06ed624450094c5ee3cf,2024-08-21 17:26:17+00:00,TYPE-II
elastic,main,19dc8841d4053fd449a47c4e9bd26d35767d649e,8.15,26bab001dc36956c870b5a25884a2cef0e5440be,2024-08-20 14:47:32+00:00,TYPE-II
