Project,Original Version,Original Commit,Backport Version,Backport Commit,Backport Date,Type
crate,master,9b61be3c7aef89289e8575e23dad7ca8e9bdc12e,5.10,021eb4ea02b4f364ad83b5bf103bb8366655dfa1,2025-06-04 14:33:29+00:00,TYPE-II
crate,master,1bdffa597776b5b71f290448017985319e670a91,5.10,5c54ff4e50944b035a2f387e406ca11f7dd20e87,2025-05-28 09:27:08+00:00,TYPE-V
crate,master,aa95e238cb34afeae0bc1d91b524c0fd99ea6c1f,5.10,e1b40b6695386cdb95fa9a04bdaccb37c1163970,2025-05-21 13:52:39+00:00,TYPE-I
crate,master,c209664b06f0668788ad161f895aea23e94bddc1,5.10,ccdafe7d64a1430426112a9bee90672a8f30eb4e,2025-05-20 11:37:37+00:00,TYPE-II
crate,master,be4baf1f66ed25179a1a64bafc86783f74e9ddac,5.10,057dd5d976a6e1087be569472a7b580156bff534,2025-05-14 18:56:33+00:00,TYPE-I
crate,master,9146b46f29f0d1513e6f6ba6cfd7f732a8b1b475,5.10,94ca527f2b183b32292fca41880e639f48d2160b,2025-05-13 13:22:52+00:00,TYPE-I
crate,master,4d798870629427e6e7ce966df47cdb22fb27136e,5.10,674c67b31eb85ecd7dfe83441e8eaefa5c0d9db1,2025-05-06 14:15:20+00:00,TYPE-II
crate,master,6b0c28a33d560ec4ebf11a8b1ed169e67953dfb8,5.10,c1644ebe26ff063017b88db616e2ebca0004e745,2025-04-23 16:31:09+00:00,TYPE-II
crate,master,3d3bf8420bc62678d696f0d632b0e857e40c0e8e,5.10,02ea68b62cb63a7fd6176a5174df94d5fb1016b5,2025-04-16 09:51:50+00:00,TYPE-V
crate,master,e71e127665e14038f196eab7fd8ce56cb6aea2c3,5.10,d60fe8f9802bd39da0b9358c7725fc1673ac5a18,2025-04-15 14:14:28+00:00,TYPE-I
crate,master,eb25315655e602a61877f00adc097222802f8d02,5.10,9197f064a3f8f9fee762ce48e45c62311dc0d55a,2025-04-07 06:32:44+00:00,TYPE-I
crate,master,2aa7e269ec7bc92d6f4dfa68392f6293905861d7,5.9,c5d6acdc4c9c82c6eff6ba21465a5f153bec378b,2025-04-02 17:24:46+00:00,TYPE-I
crate,master,6e913b36c2674daca8e03555fd4da911ad2cb934,5.9,86a6e5a8ad5a78b9e4c8368f453c05ead3e8e49d,2025-04-02 16:16:50+00:00,TYPE-I
crate,master,bba92b7cff3535e822fd979d4403c415a12ca9a1,5.9,0c10301566117015508753106b0fec7a88d8fa20,2025-04-01 15:19:12+00:00,TYPE-II
crate,master,ea6fa68af2ba5631f29c2605dbc1c7b106951aeb,5.10,b6a6b281a07443c08ef0eaf4b32f7bd76353a20c,2025-03-24 13:42:15+00:00,TYPE-II
crate,master,aeddddeba6a7f487891cc8b131fc87bfdf157623,5.10,1f3ed5c7b64bc1850a6c4bc2c21c09e26cb469af,2025-03-19 15:53:00+00:00,TYPE-II
crate,master,4cc5538f2c6e31e1b95083922f87451fb8617dba,5.10,1f1f54de07bc2edff3b22619e4235739f3811d7d,2025-03-17 13:01:50+00:00,TYPE-I
crate,master,06a389b5be468297e10fddaa40e041c0fc15d51c,5.10,d30e42c6a81c43d32f76622226c13cb96c3ab67d,2025-03-17 09:47:39+00:00,TYPE-I
crate,master,e046b311fc71b35e8a1c52f53eabd35af3d09e24,5.9,c9177d67b9b875475a7e1e6af204ab21385d4c6c,2025-03-17 09:25:46+00:00,TYPE-V
crate,master,8a576607bed8c1f6bb093fb60f82e710c32090c6,5.10,ff85ddf12940122a217b6ae48b8e62523fac5d81,2025-03-10 13:25:10+00:00,TYPE-I
crate,master,bdca50204c894462732f364d0a180151ece2bc9a,5.10,79334e3bfd1c049434c3b27d612c5505b8f2c33f,2025-03-10 12:09:34+00:00,TYPE-I
crate,master,79c45993c391dfe36590a431804a49cbc1d32d9e,5.10,ec82e73b8cc0d79a24aebca894483a2619a96bf6,2025-03-06 14:40:57+00:00,TYPE-II
crate,master,9c51aec386c3f2ca36eae4e7826f07d98075e8f3,5.9,177b79483eeddc901ec34c598ff75db16fb208db,2025-02-25 07:56:57+00:00,TYPE-II
crate,master,b0d0494589f281cc6794c318dacb4d02cbbfc465,5.10,de5f0a0d967e0a5d1695906ccc953b383caf90b5,2025-02-24 13:13:17+00:00,TYPE-I
crate,master,b233310e3a55faa0f30c4065770e7187a49a10a5,5.10,638d270e70a9fd26121d0bf3d19dc6b52c63b92a,2025-02-24 10:10:44+00:00,TYPE-I
crate,master,6e18150a3937176f863d24c4449a8f7c95e84331,5.10,5fccaabf41c037565ce98f174213766bb316d5e7,2025-02-21 08:13:34+00:00,TYPE-V
crate,master,9cdd94e1c1bd2b594bb9546aa86188c61cdd695a,5.10,8de35b2287cf3e7fe63a33c26f06168f4353ebfe,2025-02-20 14:37:16+00:00,TYPE-I
crate,master,7ec67008007e53ef9e05e7b0375fbb236585d35a,5.10,b116a7ac985f00846219473ac5c26166445a83be,2025-02-20 10:34:12+00:00,TYPE-I
crate,master,bae2b2deb6226957867e68f61ffe89f2af69c73e,5.10,e536d73fcdcec2ded9c8b552d733c292e296978c,2025-02-19 16:19:05+00:00,TYPE-I
crate,master,d85eba28a369253079aca3676f102996e75fbc96,5.10,b34878c67426ff36510d90593b589afd5b4facc4,2025-02-12 11:59:14+00:00,TYPE-I
crate,master,343ef2518266d8aa07e2f93033d8041fe902d234,5.9,3c7e6fce69a025d9623221727e21ec25daa39c08,2025-02-11 12:33:42+00:00,TYPE-I
crate,master,f0f7f5051a75eb1362ae76f83a5e63db3d94b7e3,5.9,d067e1380f46d72091f53e95aba49600bf737b1e,2025-02-11 10:44:55+00:00,TYPE-I
crate,master,146e80ab062cc5fe77f246dface16db51fc7f2ee,5.10,314551c749e4fa5a2d9edcaa3ac28eee51ed1c90,2025-02-10 10:14:01+00:00,TYPE-I
crate,master,5e1bc6c9d8ed874baa4fc99500561c4e94c37d9d,5.9,999e769158bb2eec3bf25583583d95463c5dc3db,2025-02-07 12:41:50+00:00,TYPE-I
crate,master,1773a41e1d9171fe62e1a5e0aed7cbb3754eea99,5.10,980d38ada0286f56ad3dd9594c1019081ee14c5d,2025-01-29 11:36:45+00:00,TYPE-V
crate,master,cde0e5ea5bd75874bd800b48d105df5e0e61bfbf,5.10,536576454d4420db4284ccc76c89b7c8aa5bddf9,2025-01-27 16:54:21+00:00,TYPE-II
crate,master,1b1379434e80e26e88c30008c65d4007c5c692e3,5.9,f58c27e8325ad895207c66407d5c0bef76a7b681,2025-01-20 14:48:56+00:00,TYPE-II
crate,master,86114f2ec05fea5c5ab56a9cfbe07c6cab131fb4,5.9,bdeaef7f4e12e362f1da67fd7c13fc68e999bff6,2025-01-14 12:24:20+00:00,TYPE-II
crate,master,aa0d7513fde480ee27ca28faa110c9165cc19666,5.9,c4bdd6964d6edc8241bae522e79082f885566409,2025-01-13 10:10:23+00:00,TYPE-II
crate,master,308d7c9b1f6f7885c38b762db2b79c7c766ca705,5.9,0648f7af17268b9826512a6149405926ceab16bd,2025-01-08 16:43:35+00:00,TYPE-II
crate,master,4f7fabaf4a8ada2e0ff65dfe1422a3fc43f0a3f9,5.9,fd30324948b39ec178c6a9a7b15e0ddabd13c893,2024-12-31 09:04:34+00:00,TYPE-II
crate,master,52821a160a1a720097671cc0233b729f8d0c3355,5.9,5226b6913ce7de2ea303454100eb253291bf3c8f,2024-12-06 14:23:33+00:00,TYPE-II
crate,master,92127e65a62fcbf2aad67520712f477fa46e63a0,5.9,cd575486fee6c4dca92745c7afcb5faffa7767b8,2024-11-21 15:36:48+00:00,TYPE-II
crate,master,c4e5cb305ee2a07c1b0c5c06d876111194ba5c18,5.9,5f5c3ba8dfe2040d002d29ee764dd58bc2061686,2024-11-20 22:14:27+00:00,TYPE-V
crate,master,3481af304449c3b306d769af3f7f2e40f58d3170,5.9,35345ac31e769e84d64bb2b8dd0559cab006542b,2024-11-14 10:49:59+00:00,TYPE-II
crate,master,35979d3c4226ce9e13f6d6d5bdf154bdb356ff31,5.9,064c90f128f7455932a50006eaa4af4c4528c5d4,2024-11-13 16:53:24+00:00,TYPE-II
crate,master,0e8b8fc34bc388e70b9f48e14cd256c54a15d37c,5.9,cf9a4b14d7cbc6cd14d4423b41cffaf33be549e2,2024-11-12 19:01:27+00:00,TYPE-II
crate,master,d150a2e57f8a6da80bacf146f934d8e0cd87466b,5.9,007682aa53eebc124e6406977dd03a50d3433630,2024-11-01 15:06:55+00:00,TYPE-III
crate,master,dea6e9b5ff707dd58ab9cebf9219d4565dd42e50,5.9,06a83ce3f994fb75808df6a198200d7d1e08ab3a,2024-10-29 10:58:47+00:00,TYPE-II
crate,master,adf9854bdb9cbf08dde206c0a1e005a5ea3379c9,5.8,b92b08dc1f9d9ffd4c84a68d21ccb08dfe85a1c8,2024-10-07 14:34:00+00:00,TYPE-III
crate,master,106436589bb5bde52346e54d66f681117fbc5a8d,5.8,884f41f152d1b2892076f8e1adc4e15705c3d063,2024-09-27 10:02:05+00:00,TYPE-III
crate,master,e6e749ebf12d618322696d0b45f86211efbfed17,5.8,8705dc06bad61b8f65d9b20d3b35832ef103379a,2024-09-25 09:32:10+00:00,TYPE-V
crate,master,23be7d11e41ddd233d397bd3a30dee7de0aba5dd,5.8,96fc693d270505824ec2f455dff182abcb8c0a1b,2024-09-19 15:45:27+00:00,TYPE-II
crate,master,2d1d5792c54e7422dbb64fac5894ebcdcd1c92a0,5.8,6c4fd5e558079c125e6719e40633ba64e1fda2bf,2024-09-12 19:36:20+00:00,TYPE-V
crate,master,dcbd23f6208c99f85aa82d287d75a8eb5955000f,5.8,20840290fefcb20a549fe8240dfe3ffc1b4c7b82,2024-09-05 11:29:51+00:00,TYPE-V
crate,master,a97d13e1e2771a86646938fc969ddf7bbdd124bd,5.8,68019c3f5a14ab4cec07d35a983cea6fea8a3606,2024-09-03 14:06:58+00:00,TYPE-II
crate,master,8c5d5fa9168e253a340abd6fba604c27603e9275,5.8,a16dcd521ff8c7323830590a23db43c6466ddbfb,2024-08-29 13:21:34+00:00,TYPE-II
crate,master,866a1a09b1accb2fb89fdb0e94b2f7f37d59b359,5.8,867f46001c2add2045c120d1765e62cbde5778e6,2024-08-27 11:04:57+00:00,TYPE-II
crate,master,06841f04e0bd92beb081c2d101a8ce96d0ca903e,5.8,c48c2b7e1cf3a33aa022a55572bd3a64b67c533c,2024-08-26 11:48:28+00:00,TYPE-II
crate,master,2656a8c68d6326761017558f9aaa3f5ae1827d74,5.8,e029dbb145e74736347807b41680923265cf0ffb,2024-08-19 15:23:11+00:00,TYPE-II
crate,master,4001c922fd8bb0dd54d2ea148333be6ec257ce84,5.8,1361a701f87d1e17003fa5ba89b128806e2601ae,2024-08-13 21:51:51+00:00,TYPE-II
crate,master,3dea6f6fb4a1fabd94a442fade1747ea3d4a1915,5.8,6c771f9afe2f1b60bbd8dd7385f40ac8bdff7de7,2024-08-07 17:25:41+00:00,TYPE-V
crate,master,84d1851e28e3981da050fb78d96abdc5a49235f9,5.8,99f8462af0432b39ccab8c342d471e815be10ccd,2024-07-25 11:13:37+00:00,TYPE-II
crate,master,a88951a72dcd148777a9346a0cc899d220c7814f,5.8,6afc4afafd57f5da699a0ca99e838571b9c74b84,2024-07-24 15:51:20+00:00,TYPE-II
crate,master,27413adb352fbfcb967c8c6900e8123446232307,5.7,99b96fe14fce4d5a7c317a92f54e8b424fcdb04d,2024-07-24 10:33:15+00:00,TYPE-V
crate,master,debd59396b0678fdcdbfecc3a63166a049f22863,5.7,a86ef36c5cb449b9d4cb58daf41472067ad816e6,2024-07-10 10:54:25+00:00,TYPE-II
crate,master,a9b402ecedd96c3db5a4945937b7d90ae03457a3,5.7,f87b356d106bbe897b577dfabc996bf8821d7c46,2024-07-01 11:14:25+00:00,TYPE-III
crate,master,d4357207c043d54e9caa7ee075ef00cbe8dae0c0,5.7,fd4bf11db217fe49cd4bda5b51310d736fccbcd0,2024-06-25 12:19:43+00:00,TYPE-V
crate,master,c1dc582bfbdd50117e70612c744173e8b4475028,5.7,92b11f5235bdfb62d6092a3e73210621ac42bd26,2024-06-14 12:36:51+00:00,TYPE-II
crate,master,3b37290a2c63624c6b87247031811dcd37828866,5.7,db3e8a70896ad69ae637c137e2e2f5986da085a4,2024-06-11 15:44:42+00:00,TYPE-IV
crate,master,2c86cc10d4fc00a287e2b96f6d97984e387f6574,5.7,d8ab5b712f2c17716f4bfd242711f27e322ee5c5,2024-06-04 12:35:07+00:00,TYPE-V
crate,master,4fd6e4196b8d56aa0ec97003f3675be3422fb393,5.7,22e065f5c0699c594a011658b6a95c416707838b,2024-05-14 20:17:04+00:00,TYPE-II
crate,master,c77d091150e74221bf13b8df3d8735649e544fdc,5.6,f1cc59544a06bc77f7e03cc7798454c6c92ef3a5,2024-05-02 11:26:26+00:00,TYPE-II
crate,master,e465023281585265d178276c9d4c3ccee298fe7b,5.6,a3eb0c6da76283c2615cdcf42c36b96cc186b91b,2024-04-30 14:33:05+00:00,TYPE-II
crate,master,0eb245b8c752ffaaa5a11ae1d02bfdd96298670f,5.6,55aaacf8795c18ec41f12e7428155fbd10a179d8,2024-03-27 15:26:59+00:00,TYPE-II
crate,master,a143937ad274018991f53e8839a56249f7fdb9d4,5.6,7fa3c3f627025a1133b379c101e5283c1db9c7c7,2024-03-21 11:30:10+00:00,TYPE-V
crate,master,76cab1d4a51cda3329cf429e1ac6086dcbeb595e,5.6,c7062afddc1c48ae6da9a67704986ff621d4208e,2024-02-22 12:51:58+00:00,TYPE-V
crate,master,73778220a2031cdbc0f19fee7bbf4dc32b1fe991,5.6,963aaf1bd8c93e142a99ff6c8355f063316fc17d,2024-02-19 17:40:21+00:00,TYPE-II
crate,master,93ee46e52dfbc5e6010e6e97c58d8ad68b40f6f5,5.6,a6d3134151c3ba99c7d335b031f4a957c7b06fbb,2024-01-26 08:43:30+00:00,TYPE-II
crate,master,1c52ae11779a1eec20070ad25df8c89056cdb41d,5.5,c4984a5ccac6a5b8aee988210326a59a55aab776,2024-01-17 10:41:16+00:00,TYPE-V
crate,master,28f8a4b4765ab933f6f4efebaf5bbadb61ff7b9b,5.5,f768cc51f7843584e0b8569a5b0cea997d51ef6e,2024-01-10 09:21:11+00:00,TYPE-V
